,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
1068,EIGR,"Eiger BioPharmaceuticals, Inc.",8.79M,-11.17%,14799,14.67M
1069,BRTX,"BioRestorative Therapies, Inc.",8.52M,-0.76%,30113,130.20K
1070,PRPO,"Precipio, Inc.",8.52M,-3.23%,765,13.26M
1071,BFRI,Biofrontera Inc.,8.30M,7.36%,372234,33.62M
1072,FRES,Fresh2 Group Ltd,8.28M,11.34%,92887,2.35M
1073,FLGC,Flora Growth Corp.,8.21M,-5.66%,52277,70.37M
1074,IMNN,"Imunon, Inc.",8.19M,-8.06%,24635,125.00K
1075,CYCN,"Cyclerion Therapeutics, Inc.",8.16M,11.63%,1273,-
1076,HCTI,"Healthcare Triangle, Inc.",7.97M,-3.14%,28315,37.44M
1077,NEXI,"NexImmune, Inc.",7.88M,-0.66%,48859,-
1078,GCTK,"GlucoTrack, Inc.",7.82M,-2.97%,12412,-
1079,NURO,"NeuroMetrix, Inc.",7.79M,-2.81%,34233,5.90M
1080,HPCO,"Hempacco Co., Inc.",7.76M,-4.62%,523800,2.53M
1081,PSTV,"Plus Therapeutics, Inc.",7.71M,-7.34%,40984,4.91M
1082,HSCS,"Heart Test Laboratories, Inc.",7.70M,5.75%,1245775,5.85K
1083,AIMD,"Ainos, Inc.",7.68M,-5.15%,154770,-
1084,TOVX,"Theriva Biologics, Inc.",7.67M,-8.20%,78523,-
1085,KTTA,Pasithea Therapeutics Corp.,7.58M,2.86%,824,240.71K
1086,BCEL,"Atreca, Inc.",7.53M,4.74%,215422,-
1087,SNGX,"Soligenix, Inc.",7.43M,-9.80%,159568,960.62K
1088,CELZ,"Creative Medical Technology Holdings, Inc.",7.17M,-11.97%,53401,24.60K
1089,TENX,"Tenax Therapeutics, Inc.",6.91M,-2.30%,50938,-
1090,DRUG,Bright Minds Biosciences Inc.,6.91M,-10.96%,14751,-
1091,AZTR,"Azitra, Inc.",6.87M,1.70%,242180,626.50K
1092,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",6.83M,2.31%,6751,-
1093,SISI,"Shineco, Inc.",6.61M,-16.69%,210860,3.43M
1094,GTBP,"GT Biopharma, Inc.",6.50M,2.39%,1355,-
1095,MYMD,"MyMD Pharmaceuticals, Inc.",6.48M,-3.73%,22053,-
1096,OGEN,"Oragenics, Inc.",6.45M,-,21221,37.65K
1097,XBIO,"Xenetic Biosciences, Inc.",6.45M,0.36%,6715,2.35M
1098,PULM,"Pulmatrix, Inc.",6.43M,-1.41%,676,6.80M
1099,ALZN,"Alzamend Neuro, Inc.",6.42M,-7.62%,82387,-
1100,KA,"Kineta, Inc.",6.37M,-0.75%,59200,3.31M
1101,UPC,Universe Pharmaceuticals INC,6.31M,-7.06%,19444,32.31M
1102,GNPX,"Genprex, Inc.",6.23M,-0.72%,33181,-
1103,ADTX,"Aditxt, Inc.",6.14M,-1.06%,35543,749.48K
1104,VIRI,"Virios Therapeutics, Inc.",6.06M,5.03%,18176,-
1105,CING,Cingulate Inc.,5.95M,-2.44%,99269,-
1106,KZIA,Kazia Therapeutics Limited,5.91M,-0.36%,101584,15.86K
1107,CLVR,Clever Leaves Holdings Inc.,5.90M,0.30%,2542,17.39M
1108,ATXI,"Avenue Therapeutics, Inc.",5.78M,-8.23%,1396301,-
1109,ENVB,"Enveric Biosciences, Inc.",5.78M,-5.17%,212928,-
1110,VVOS,"Vivos Therapeutics, Inc.",5.70M,-5.54%,76123,14.50M
1111,PTIX,"Protagenic Therapeutics, Inc.",5.68M,-0.90%,13128,-
1112,SONN,"Sonnet BioTherapeutics Holdings, Inc.",5.62M,-6.70%,50567,129.18K
1113,XCUR,"Exicure, Inc.",5.61M,-3.69%,4879,23.79M
1114,TTNP,"Titan Pharmaceuticals, Inc.",5.57M,0.13%,9359,306.00K
1115,EVOK,"Evoke Pharma, Inc.",5.43M,2.34%,71529,4.30M
1116,LIXT,"Lixte Biotechnology Holdings, Inc.",5.35M,-3.40%,4963,-
1117,SSY,"SunLink Health Systems, Inc.",5.31M,0.68%,1881,39.59M
1118,AFIB,"Acutus Medical, Inc.",5.28M,2.22%,254955,19.66M
1119,MDGS,Medigus Ltd.,5.13M,-0.44%,1648,83.45M
1120,OPGN,"OpGen, Inc.",5.13M,-4.88%,45384,3.07M
1121,HOTH,"Hoth Therapeutics, Inc.",5.09M,0.85%,26720,-
1122,LIPO,Lipella Pharmaceuticals Inc.,5.06M,4.73%,26797,449.62K
1123,LFLY,"Leafly Holdings, Inc.",5.03M,-2.60%,7866,44.62M
1124,HSDT,"Helius Medical Technologies, Inc.",5.02M,-5.66%,6796,792.00K
1125,CJJD,"China Jo-Jo Drugstores, Inc.",4.96M,1.89%,65903,148.81M
1126,BSGM,"BioSig Technologies, Inc.",4.95M,-2.22%,46332,141.00K
1127,OTRK,"Ontrak, Inc.",4.82M,-4.98%,147626,11.71M
1128,XTLB,XTL Biopharmaceuticals Ltd.,4.82M,-6.96%,180,-
1129,SILO,"Silo Pharma, Inc.",4.80M,0.60%,29218,72.10K
1130,CMND,Clearmind Medicine Inc.,4.75M,-12.41%,140927,-
1131,STSS,"Sharps Technology, Inc.",4.74M,-3.22%,28377,-
1132,ZCMD,Zhongchao Inc.,4.69M,-,34887,17.23M
1133,ARTL,"Artelo Biosciences, Inc.",4.69M,2.04%,26652,-
1134,PXMD,"PaxMedica, Inc.",4.67M,8.90%,419483,-
1135,PHIO,Phio Pharmaceuticals Corp.,4.67M,-7.71%,207493,-
1136,GOVX,"GeoVax Labs, Inc.",4.58M,-3.32%,17752,-
1137,RHE,"Regional Health Properties, Inc.",4.55M,5.14%,556,22.80M
1138,VRPX,"Virpax Pharmaceuticals, Inc.",4.53M,10.57%,48247,-
1139,VERO,Venus Concept Inc.,4.52M,1.19%,32460,82.51M
1140,IMCC,IM Cannabis Corp.,4.52M,12.55%,244689,58.30M
1141,BPTS,Biophytis S.A.,4.52M,-4.70%,21569,-
1142,LUCY,"Innovative Eyewear, Inc.",4.46M,-8.63%,90544,603.79K
1143,PALI,"Palisade Bio, Inc.",4.44M,-2.80%,94469,250.00K
1144,AVTX,"Avalo Therapeutics, Inc.",4.42M,-9.42%,21734,2.25M
1145,AEMD,"Aethlon Medical, Inc.",4.35M,1.81%,4333,574.25K
1146,TCBP,TC Biopharm (Holdings) Plc,4.13M,12.94%,1385024,3.61M
1147,SCPX,Scorpius Holdings Inc,4.10M,0.06%,738270,2.23M
1148,FNCH,"Finch Therapeutics Group, Inc.",4.08M,-2.34%,9856,115.00K
1149,KTRA,"Kintara Therapeutics, Inc.",4.06M,-17.94%,17126261,-
1150,IBIO,"iBio, Inc.",4.04M,-1.72%,45042,50.00K
1151,AVGR,"Avinger, Inc.",3.97M,-0.69%,13512,7.75M
1152,RSLS,ReShape Lifesciences Inc.,3.96M,-3.37%,616662,9.81M
1153,CPHI,"China Pharma Holdings, Inc.",3.93M,-4.64%,101266,7.78M
1154,PCSA,"Processa Pharmaceuticals, Inc.",3.91M,-2.62%,49648,-
1155,ONCO,Onconetix Inc,3.87M,-4.84%,176194,-
1156,JAGX,"Jaguar Health, Inc.",3.87M,4.74%,27557320,10.72M
1157,SNPX,"Synaptogenix, Inc.",3.74M,0.56%,151365,-
1158,ZVSA,"ZyVersa Therapeutics, Inc.",3.70M,2.29%,380894,-
1159,BPTH,"Bio-Path Holdings, Inc.",3.67M,-1.39%,13905,-
1160,VTAK,"Catheter Precision, Inc.",3.65M,6.53%,10407,314.00K
1161,PRFX,PainReform Ltd.,3.45M,-3.06%,2453,-
1162,NBSE,"NeuBase Therapeutics, Inc.",3.43M,-2.96%,40516,-
1163,MGRX,"Mangoceuticals, Inc.",3.43M,-0.40%,120462,496.06K
1164,CYCC,"Cyclacel Pharmaceuticals, Inc.",3.41M,-0.56%,10476,389.00K
1165,CYTO,Altamira Therapeutics Ltd.,3.40M,-9.19%,37238,-902.13K
1166,WINT,"Windtree Therapeutics, Inc.",3.32M,-6.56%,45618,-
1167,NXL,"Nexalin Technology, Inc.",3.29M,24.25%,179063,128.64K
1168,ISPC,iSpecimen Inc.,3.27M,-21.76%,183127,9.93M
1169,CNSP,"CNS Pharmaceuticals, Inc.",3.25M,3.45%,133953,-
1170,IONM,Assure Holdings Corp.,3.23M,22.10%,1834063,3.57M
1171,LSDI,Lucy Scientific Discovery Inc.,3.09M,0.91%,23193,16.73K
1172,SPRC,SciSparc Ltd.,3.07M,-7.50%,385920,3.32M
1173,PTPI,"Petros Pharmaceuticals, Inc.",3.03M,-3.83%,537434,6.98M
1174,BDRX,Biodexa Pharmaceuticals Plc,2.96M,-10.32%,232851,377.22K
1175,SXTP,"60 Degrees Pharmaceuticals, Inc.",2.93M,-6.92%,510727,-209.26K
1176,ADIL,"Adial Pharmaceuticals, Inc.",2.91M,-0.57%,638758,-
1177,TNON,"Tenon Medical, Inc.",2.77M,1.79%,454450,2.40M
1178,FOXO,FOXO Technologies Inc.,2.76M,6.06%,568504,453.00K
1179,NUWE,"Nuwellis, Inc.",2.72M,-9.04%,244368,8.86M
1180,SBFM,"Sunshine Biopharma, Inc.",2.72M,-1.38%,4593596,20.35M
1181,APVO,Aptevo Therapeutics Inc.,2.71M,-,108227,-
1182,INVO,"INVO Bioscience, Inc.",2.69M,1.89%,3837,1.92M
1183,BIOL,"BIOLASE, Inc.",2.65M,-2.32%,1037770,49.73M
1184,ATNF,180 Life Sciences Corp.,2.61M,-,87672,-
1185,ACON,"Aclarion, Inc.",2.57M,-2.59%,379640,84.13K
1186,SLRX,"Salarius Pharmaceuticals, Inc.",2.50M,2.52%,12638,-
1187,THMO,"ThermoGenesis Holdings, Inc.",2.36M,-6.66%,10233,9.72M
1188,ENSC,"Ensysce Biosciences, Inc.",2.33M,-,42962,-
1189,ALLR,"Allarity Therapeutics, Inc.",2.25M,-3.82%,118993,-
1190,DYNT,Dynatronics Corporation,2.22M,2.20%,312,35.18M
1191,BBLG,Bone Biologics Corporation,2.19M,-5.31%,25880,-
1192,SCNI,Scinai Immunotherapeutics Ltd.,2.18M,-0.30%,8938,-
1193,WORX,SCWorx Corp.,2.16M,1.15%,153975,3.92M
1194,YCBD,"cbdMD, Inc.",2.13M,3.53%,3417,23.45M
1195,INM,InMed Pharmaceuticals Inc.,2.12M,1.40%,18999,5.49M
1196,SNOA,"Sonoma Pharmaceuticals, Inc.",2.11M,-0.07%,144571,12.31M
1197,QNRX,"Quoin Pharmaceuticals, Ltd.",2.09M,-13.79%,453426,-
1198,QLGN,"Qualigen Therapeutics, Inc.",2.03M,2.28%,9502,4.62M
1199,VRAX,Virax Biolabs Group Limited,2.01M,-,4005,79.30K
1200,TIVC,"Tivic Health Systems, Inc.",1.92M,-6.10%,14489,1.23M
1201,AMPE,"Ampio Pharmaceuticals, Inc.",1.90M,-1.80%,14966,-
1202,NAOV,"NanoVibronix, Inc.",1.87M,4.03%,18099,1.00M
1203,AGRX,"Agile Therapeutics, Inc.",1.79M,-16.27%,1043821,19.97M
1204,BACK,"IMAC Holdings, Inc.",1.54M,-5.19%,8434,8.47M
1205,AKAN,Akanda Corp.,1.45M,-4.33%,143635,3.94M
1206,BJDX,"Bluejay Diagnostics, Inc.",1.45M,3.12%,7151,-
1207,DRMA,"Dermata Therapeutics, Inc.",1.44M,-1.06%,27046,-
1208,GLMD,Galmed Pharmaceuticals Ltd.,1.40M,-3.51%,34062,-
1209,THAR,"Tharimmune, Inc.",1.18M,-1.74%,72493,-
1210,SINT,"Sintx Technologies, Inc.",1.12M,-1.17%,162524,2.49M
1211,SXTC,"China SXT Pharmaceuticals, Inc.",1.06M,-8.33%,96564,33.62K
1212,MOTS,"Motus GI Holdings, Inc.",976.18K,1.43%,76394,364.00K
1213,REVB,"Revelation Biosciences, Inc.",935.52K,-9.23%,210235,-
1214,NBY,"NovaBay Pharmaceuticals, Inc.",895.17K,-4.87%,12306847,14.64M
1215,GRI,"GRI Bio, Inc.",757.52K,-3.67%,868502,-
1216,RNAZ,"TransCode Therapeutics, Inc.",728.79K,5.49%,236792,-
